Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Im	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Im	
		1540,625	4,12976026535034	1540,625	0,0408698283135891					1540,625	0,0237207338213921			1540,625	4,36567401885986	1540,625	-1,21158182621002					1540,625	-1,17140972614288	
		1543,75	4,18690538406372	1543,75	0,0407505221664906					1543,75	0,0228599403053522			1543,75	4,40464639663696	1543,75	-1,19453728199005					1543,75	-1,15596282482147	
		1546,875	4,12035846710205	1546,875	0,0433324724435806					1546,875	0,0257548373192549			1546,875	4,39540004730225	1546,875	-1,1968777179718					1546,875	-1,15808546543121	
		1550	4,1302695274353	1550	0,0407608710229397					1550	0,0239791609346867			1550	4,42211389541626	1550	-1,19103753566742					1550	-1,15315496921539	
		1553,125	4,08372259140015	1553,125	0,03843042999506					1553,125	0,0218092724680901			1553,125	4,43792057037354	1553,125	-1,19283640384674					1553,125	-1,15542948246002	
		1556,25	4,10361003875732	1556,25	0,0397501736879349					1556,25	0,0229643546044827			1556,25	4,43534278869629	1556,25	-1,18537163734436					1556,25	-1,14820921421051	
		1559,375	4,0806999206543	1559,375	0,0401096679270267					1559,375	0,0230580288916826			1559,375	4,46337890625	1559,375	-1,18203854560852					1559,375	-1,14517414569855	
		1562,5	4,05689573287964	1562,5	0,0409885048866272					1562,5	0,022721329703927			1562,5	4,48888444900513	1562,5	-1,17510271072388					1562,5	-1,13865673542023	
		1565,625	4,07505750656128	1565,625	0,046457190066576					1565,625	0,0282116811722517			1565,625	4,45515823364258	1565,625	-1,17004609107971					1565,625	-1,13418555259705	
		1568,75	4,06215667724609	1568,75	0,0362248718738556					1568,75	0,0179561488330364			1568,75	4,5032172203064	1568,75	-1,17081773281097					1568,75	-1,13616454601288	
		1571,875	4,07252073287964	1571,875	0,0422291420400143					1571,875	0,0241591166704893			1571,875	4,50505542755127	1571,875	-1,16792774200439					1571,875	-1,1339293718338	
		1575	4,02659225463867	1575	0,0419954843819141					1575	0,0237663928419352			1575	4,52183055877686	1575	-1,17000532150269					1575	-1,13584518432617	
		1578,125	4,04350900650024	1578,125	0,0499140471220016					1578,125	0,0323362275958061			1578,125	4,53965711593628	1578,125	-1,16285073757172					1578,125	-1,1288800239563	
		1581,25	4,05322408676147	1581,25	0,0422362275421619					1581,25	0,0250885039567947			1581,25	4,5786018371582	1581,25	-1,1551707983017					1581,25	-1,12275719642639	
		1584,375	4,00970697402954	1584,375	0,0446658656001091					1584,375	0,0278800707310438			1584,375	4,53495168685913	1584,375	-1,15557289123535					1584,375	-1,12410712242126	
		1587,5	4,03216218948364	1587,5	0,0386563539505005					1587,5	0,0224729888141155			1587,5	4,57551574707031	1587,5	-1,14483714103699					1587,5	-1,11423122882843	
		1590,625	4,01559782028198	1590,625	0,0276541542261839					1590,625	0,0119441654533148			1590,625	4,62916278839111	1590,625	-1,14249217510223					1590,625	-1,11058616638184	
		1593,75	4,03690147399902	1593,75	0,0320248268544674					1593,75	0,0166247226297855			1593,75	4,64201211929321	1593,75	-1,13560962677002					1593,75	-1,10432755947113	
		1596,875	4,0184531211853	1596,875	0,0342592410743237					1596,875	0,0190594960004091			1596,875	4,61351013183594	1596,875	-1,132493019104					1596,875	-1,10237205028534	
		1600	4,0235333442688	1600	0,0321243777871132					1600	0,0166329145431519			1600	4,63877534866333	1600	-1,13267159461975					1600	-1,10287284851074	
		1603,125	4,02491807937622	1603,125	0,0305544100701809					1603,125	0,0149653712287545			1603,125	4,65967607498169	1603,125	-1,13191676139832					1603,125	-1,10267698764801	
		1606,25	4,01042222976685	1606,25	0,0285766031593084					1606,25	0,0139978574588895			1606,25	4,66780805587769	1606,25	-1,12167239189148					1606,25	-1,09366428852081	
		1609,375	4,0399284362793	1609,375	0,0427341349422932					1609,375	0,027454586699605			1609,375	4,58907794952393	1609,375	-1,12406253814697					1609,375	-1,09603214263916	
		1612,5	4,08304309844971	1612,5	0,0512400604784489					1612,5	0,0343963876366615			1612,5	4,5623664855957	1612,5	-1,11763918399811					1612,5	-1,09044086933136	
		1615,625	4,06040191650391	1615,625	0,041781097650528					1615,625	0,0265824850648642			1615,625	4,5936427116394	1615,625	-1,10988807678223					1615,625	-1,08408033847809	
		1618,75	4,06276655197144	1618,75	0,0357869751751423					1618,75	0,0213035717606544			1618,75	4,66620016098022	1618,75	-1,10788023471832					1618,75	-1,08229923248291	
		1621,875	4,05389547348022	1621,875	0,038371417671442					1621,875	0,0238388665020466			1621,875	4,65539026260376	1621,875	-1,10793220996857					1621,875	-1,08317089080811	
		1625	4,07515335083008	1625	0,0391626320779324					1625	0,0240328777581453			1625	4,64957571029663	1625	-1,10373401641846					1625	-1,07938086986542	
		1628,125	4,04644536972046	1628,125	0,038772739470005					1628,125	0,0238762106746435			1628,125	4,61362314224243	1628,125	-1,10437178611755					1628,125	-1,08004653453827	
		1631,25	4,10675621032715	1631,25	0,0379913598299026					1631,25	0,0234259311109781			1631,25	4,63190937042236	1631,25	-1,09236323833466					1631,25	-1,06927824020386	
		1634,375	4,03553628921509	1634,375	0,0360768623650074					1634,375	0,0215088054537773			1634,375	4,70023107528687	1634,375	-1,08647048473358					1634,375	-1,06430339813232	
		1637,5	4,10318660736084	1637,5	0,0315662771463394					1637,5	0,0159181784838438			1637,5	4,63293695449829	1637,5	-1,08940780162811					1637,5	-1,06628727912903	
		1640,625	4,07178258895874	1640,625	0,0459194146096706					1640,625	0,0285791046917439			1640,625	4,54043436050415	1640,625	-1,09822809696198					1640,625	-1,07614839076996	
		1643,75	4,23260068893433	1643,75	0,0462362095713615					1643,75	0,0306148156523705			1643,75	4,60898065567017	1643,75	-1,07174205780029					1643,75	-1,05111932754517	
		1646,875	4,10795783996582	1646,875	0,0393277816474438					1646,875	0,0239640790969133			1646,875	4,61866235733032	1646,875	-1,07920491695404					1646,875	-1,05767667293549	
		1650	4,10162925720215	1650	0,0348471440374851					1650	0,0189453437924385			1650	4,64480400085449	1650	-1,07519447803497					1650	-1,05442643165588	
		1653,125	4,14097356796265	1653,125	0,0400072857737541					1653,125	0,0251780953258276			1653,125	4,61385250091553	1653,125	-1,07131242752075					1653,125	-1,05181467533112	
		1656,25	4,1626033782959	1656,25	0,0383435636758804					1656,25	0,0234927572309971			1656,25	4,61119842529297	1656,25	-1,07160639762878					1656,25	-1,05286204814911	
		1659,375	4,12553024291992	1659,375	0,0360895246267319					1659,375	0,0209484919905663			1659,375	4,55919551849365	1659,375	-1,07178831100464					1659,375	-1,05315017700195	
		1662,5	4,14923000335693	1662,5	0,0369723625481129					1662,5	0,0214831940829754			1662,5	4,56891345977783	1662,5	-1,06811094284058					1662,5	-1,04986262321472	
		1665,625	4,16208457946777	1665,625	0,032264705747366					1665,625	0,0177499763667583			1665,625	4,60825967788696	1665,625	-1,05873000621796					1665,625	-1,04066026210785	
		1668,75	4,14853239059448	1668,75	0,0325049385428429					1668,75	0,0174325220286846			1668,75	4,54446649551392	1668,75	-1,05787777900696					1668,75	-1,04116666316986	
		1671,875	4,13340044021606	1671,875	0,031775739043951					1671,875	0,017384696751833			1671,875	4,53460121154785	1671,875	-1,05251240730286					1671,875	-1,03619241714478	
		1675	4,12497520446777	1675	0,0381896570324898					1675	0,0239327400922775			1675	4,5223708152771	1675	-1,04642021656036					1675	-1,03021359443665	
		1678,125	4,17659187316895	1678,125	0,0373839437961578					1678,125	0,022605461999774			1678,125	4,52287101745605	1678,125	-1,04180657863617					1678,125	-1,02632009983063	
		1681,25	4,10159254074097	1681,25	0,0347290709614754					1681,25	0,0200607404112816			1681,25	4,51122045516968	1681,25	-1,04281294345856					1681,25	-1,02840113639832	
		1684,375	4,19751882553101	1684,375	0,043181274086237					1684,375	0,0277601107954979			1684,375	4,43179225921631	1684,375	-1,03290033340454					1684,375	-1,01946187019348	
		1687,5	4,20347595214844	1687,5	0,0418353118002415					1687,5	0,026862034574151			1687,5	4,46371650695801	1687,5	-1,03314232826233					1687,5	-1,02074098587036	
		1690,625	4,23473930358887	1690,625	0,042744055390358					1690,625	0,0279014259576797			1690,625	4,44423151016235	1690,625	-1,03208994865417					1690,625	-1,0197913646698	
		1693,75	4,20091199874878	1693,75	0,0467270947992802					1693,75	0,0315534286201			1693,75	4,38509559631348	1693,75	-1,03278076648712					1693,75	-1,02102410793304	
		1696,875	4,19191884994507	1696,875	0,037935595959425					1696,875	0,0227458123117685			1696,875	4,32019329071045	1696,875	-1,02094256877899					1696,875	-1,00946867465973	
		1700	4,22029399871826	1700	0,0398596487939358					1700	0,024486904963851			1700	4,33515644073486	1700	-1,01960456371307					1700	-1,00882565975189	
		1703,125	4,1929292678833	1703,125	0,0359749086201191					1703,125	0,0208874493837357			1703,125	4,37432527542114	1703,125	-1,0174241065979					1703,125	-1,00705337524414	
		1706,25	4,20428276062012	1706,25	0,0369374193251133					1706,25	0,0221334062516689			1706,25	4,314697265625	1706,25	-1,01322317123413					1706,25	-1,00341081619263	
		1709,375	4,24804067611694	1709,375	0,0415681824088097					1709,375	0,0270149894058704			1709,375	4,30719327926636	1709,375	-1,00726854801178					1709,375	-0,998470962047577	
		1712,5	4,1944375038147	1712,5	0,0399895273149014					1712,5	0,0251504201442003			1712,5	4,28596544265747	1712,5	-1,00603818893433					1712,5	-0,997897803783417	
		1715,625	4,21357583999634	1715,625	0,0402082167565823					1715,625	0,0252289436757565			1715,625	4,21054363250732	1715,625	-1,00090134143829					1715,625	-0,993867874145508	
		1718,75	4,17358827590942	1718,75	0,036005899310112					1718,75	0,0209707263857126			1718,75	4,24073791503906	1718,75	-0,999104678630829					1718,75	-0,992107748985291	
		1721,875	4,17248201370239	1721,875	0,037448987364769					1721,875	0,0228352956473827			1721,875	4,28392171859741	1721,875	-0,994822859764099					1721,875	-0,987925052642822	
		1725	4,32799911499023	1725	0,0422020778059959					1725	0,0273553431034088			1725	4,20694541931152	1725	-0,987338244915009					1725	-0,981332957744598	
		1728,125	4,23700141906738	1728,125	0,0372488275170326					1728,125	0,02233543433249			1728,125	4,15491199493408	1728,125	-0,988888680934906					1728,125	-0,983253538608551	
		1731,25	4,09250926971436	1731,25	0,0348652042448521					1731,25	0,0198695119470358			1731,25	4,16619968414307	1731,25	-0,986789524555206					1731,25	-0,981998145580292	
		1734,375	4,16646289825439	1734,375	0,0337284542620182					1734,375	0,018633559346199			1734,375	4,18923568725586	1734,375	-0,97985851764679					1734,375	-0,975685834884644	
		1737,5	4,17660045623779	1737,5	0,0386186353862286					1737,5	0,023105263710022			1737,5	4,07284021377563	1737,5	-0,978650748729706					1737,5	-0,974485158920288	
		1740,625	4,02453804016113	1740,625	0,0349280461668968					1740,625	0,0200159251689911			1740,625	4,04805135726929	1740,625	-0,979070961475372					1740,625	-0,975227773189545	
		1743,75	4,08456754684448	1743,75	0,0401187092065811					1743,75	0,0253608170896769			1743,75	3,96675848960876	1743,75	-0,969199478626251					1743,75	-0,966425240039825	
		1746,875	4,01777315139771	1746,875	0,0423920080065727					1746,875	0,0273965504020453			1746,875	3,93888521194458	1746,875	-0,968886256217957					1746,875	-0,96649444103241	
		1750	3,93547868728638	1750	0,0393421351909637					1750	0,0243115518242121			1750	3,93394303321838	1750	-0,968307852745056					1750	-0,96630322933197	
		1753,125	3,89583945274353	1753,125	0,0379648543894291					1753,125	0,0230072140693665			1753,125	3,9100866317749	1753,125	-0,961387038230896					1753,125	-0,960147619247437	
		1756,25	3,93186545372009	1756,25	0,0375654734671116					1756,25	0,0225731395184994			1756,25	3,8864209651947	1756,25	-0,956642270088196					1756,25	-0,956039786338806	
		1759,375	3,85056591033936	1759,375	0,0365743823349476					1759,375	0,0214984025806189			1759,375	3,94599580764771	1759,375	-0,959564805030823					1759,375	-0,958965599536896	
		1762,5	3,84626412391663	1762,5	0,0365525744855404					1762,5	0,0212766639888287			1762,5	3,92111873626709	1762,5	-0,953654885292053					1762,5	-0,953709721565247	
		1765,625	3,88669109344482	1765,625	0,0382972955703735					1765,625	0,0231813825666904			1765,625	3,94071793556213	1765,625	-0,94879025220871					1765,625	-0,949438452720642	
		1768,75	3,82918882369995	1768,75	0,0403241664171219					1768,75	0,0250621028244495			1768,75	3,91669106483459	1768,75	-0,943863809108734					1768,75	-0,944774150848389	
		1771,875	3,78448510169983	1771,875	0,0379222370684147					1771,875	0,0228347908705473			1771,875	3,91818499565125	1771,875	-0,943371891975403					1771,875	-0,944471836090088	
		1775	3,76335906982422	1775	0,0379905998706818					1775	0,0229157526046038			1775	3,91933274269104	1775	-0,942284762859344					1775	-0,943685412406921	
		1778,125	3,78497862815857	1778,125	0,0366766005754471					1778,125	0,0216444954276085			1778,125	3,93768930435181	1778,125	-0,937421858310699					1778,125	-0,939572632312775	
		1781,25	3,75249791145325	1781,25	0,0385562516748905					1781,25	0,0238085296005011			1781,25	3,89571070671082	1781,25	-0,933371901512146					1781,25	-0,936204731464386	
		1784,375	3,74710202217102	1784,375	0,0365121811628342					1784,375	0,0217609032988548			1784,375	3,87819147109985	1784,375	-0,931716501712799					1784,375	-0,934964656829834	
		1787,5	3,75885319709778	1787,5	0,0324817635118961					1787,5	0,0178121887147427			1787,5	3,93517279624939	1787,5	-0,929791808128357					1787,5	-0,933185994625092	
		1790,625	3,72505664825439	1790,625	0,0374645181000233					1790,625	0,0227839946746826			1790,625	3,82982778549194	1790,625	-0,924941778182983					1790,625	-0,929069817066193	
		1793,75	3,76593327522278	1793,75	0,0328780487179756					1793,75	0,0183594040572643			1793,75	3,91379356384277	1793,75	-0,917802333831787					1793,75	-0,922507882118225	
		1796,875	3,6882266998291	1796,875	0,0335413627326488					1796,875	0,0189816541969776			1796,875	3,90350031852722	1796,875	-0,919055700302124					1796,875	-0,924265265464783	
		1800	3,58340001106262	1800	0,0369133986532688					1800	0,0218632631003857			1800	3,83368754386902	1800	-0,920965850353241					1800	-0,926701605319977	
		1803,125	3,67766618728638	1803,125	0,0360179096460342					1803,125	0,0210739839822054			1803,125	3,83633589744568	1803,125	-0,908787667751312					1803,125	-0,915634334087372	
		1806,25	3,61627388000488	1806,25	0,0380238369107246					1806,25	0,023391792550683			1806,25	3,81654524803162	1806,25	-0,909286797046661					1806,25	-0,916318118572235	
		1809,375	3,59337306022644	1809,375	0,0397084057331085					1809,375	0,0258254855871201			1809,375	3,80131959915161	1809,375	-0,904378831386566					1809,375	-0,91289210319519	
		1812,5	3,51098108291626	1812,5	0,0390030704438686					1812,5	0,027210995554924			1812,5	3,80083179473877	1812,5	-0,907135248184204					1812,5	-0,916519522666931	
		1815,625	3,5952250957489	1815,625	0,0340651422739029					1815,625	0,0202685594558716			1815,625	3,79848384857178	1815,625	-0,894881248474121					1815,625	-0,902486860752106	
		1818,75	3,53755474090576	1818,75	0,0393900871276855					1818,75	0,0251097902655602			1818,75	3,7526535987854	1818,75	-0,895671665668488					1818,75	-0,903905034065247	
		1821,875	3,51550579071045	1821,875	0,036230742931366					1821,875	0,0218554493039846			1821,875	3,76835751533508	1821,875	-0,891617894172668					1821,875	-0,900776088237762	
		1825	3,49288320541382	1825	0,0351951494812965					1825	0,0207404531538486			1825	3,79682374000549	1825	-0,889082431793213					1825	-0,898778676986694	
		1828,125	3,44448137283325	1828,125	0,0344683341681957					1828,125	0,0199699364602566			1828,125	3,79379034042358	1828,125	-0,887144982814789					1828,125	-0,897326529026031	
		1831,25	3,39708542823792	1831,25	0,0374743603169918					1831,25	0,0230725165456533			1831,25	3,76180076599121	1831,25	-0,884902775287628					1831,25	-0,895656645298004	
		1834,375	3,38514733314514	1834,375	0,036542821675539					1834,375	0,0222226809710264			1834,375	3,72945117950439	1834,375	-0,879835963249207					1834,375	-0,891044676303864	
		1837,5	3,34519577026367	1837,5	0,0353760272264481					1837,5	0,0210920218378305			1837,5	3,73361992835999	1837,5	-0,878825724124908					1837,5	-0,890409350395203	
		1840,625	3,34404468536377	1840,625	0,030199933797121					1840,625	0,0159987322986126			1840,625	3,79527711868286	1840,625	-0,874235570430756					1840,625	-0,886455953121185	
		1843,75	3,35024499893188	1843,75	0,0332354716956615					1843,75	0,0190034713596106			1843,75	3,7492892742157	1843,75	-0,871273159980774					1843,75	-0,883989632129669	
		1846,875	3,33228993415833	1846,875	0,0307611897587776					1846,875	0,0165938101708889			1846,875	3,76372790336609	1846,875	-0,866642117500305					1846,875	-0,879768431186676	
		1850	3,29798889160156	1850	0,0319210402667522					1850	0,0176727268844843			1850	3,77536535263062	1850	-0,86443567276001					1850	-0,878052771091461	
		1853,125	3,27209115028381	1853,125	0,0307325124740601					1853,125	0,0166600402444601			1853,125	3,78112578392029	1853,125	-0,862725794315338					1853,125	-0,876944899559021	
		1856,25	3,21776533126831	1856,25	0,0356497131288052					1856,25	0,021343756467104			1856,25	3,74067521095276	1856,25	-0,86175000667572					1856,25	-0,87640506029129	
		1859,375	3,21591639518738	1859,375	0,0332912355661392					1859,375	0,0186707470566034			1859,375	3,77111959457397	1859,375	-0,85678631067276					1859,375	-0,871895909309387	
		1862,5	3,22225427627563	1862,5	0,0334803573787212					1862,5	0,0191466305404902			1862,5	3,76191544532776	1862,5	-0,84951251745224					1862,5	-0,865158975124359	
		1865,625	3,16364479064941	1865,625	0,0329758077859879					1865,625	0,0188140589743853			1865,625	3,76998949050903	1865,625	-0,850640833377838					1865,625	-0,866648554801941	
		1868,75	3,12293171882629	1868,75	0,0347971357405186					1868,75	0,0207044836133718			1868,75	3,7554087638855	1868,75	-0,849723875522614					1868,75	-0,86598265171051	
		1871,875	3,12330389022827	1871,875	0,0336991585791111					1871,875	0,0193562284111977			1871,875	3,7758777141571	1871,875	-0,843354463577271					1871,875	-0,860540509223938	
